                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.68798,                0.52613,                 1.0855,                0.97452,                0.90017,                0.95034,                 0.8263,                0.54971,                0.33662,                0.95182,               0.004852,               0.004852,               0.004852
                    158,                0.68083,                0.51728,                 1.0797,                0.97123,                0.90183,                0.95038,                0.82693,                0.54901,                0.33629,                0.95135,               0.004819,               0.004819,               0.004819
                    159,                0.68255,                0.51937,                 1.0772,                0.97141,                0.90216,                0.95023,                0.82676,                0.54841,                0.33616,                0.95093,               0.004786,               0.004786,               0.004786
                    160,                0.67854,                 0.5201,                 1.0763,                 0.9677,                0.90485,                0.95021,                0.82719,                0.54825,                0.33588,                0.95087,               0.004753,               0.004753,               0.004753
                    161,                0.68419,                0.51862,                 1.0808,                0.96861,                 0.9045,                0.95041,                 0.8269,                0.54776,                0.33551,                0.95064,                0.00472,                0.00472,                0.00472
                    162,                0.68927,                0.52318,                 1.0867,                0.96908,                0.90441,                0.95017,                0.82719,                0.54718,                0.33518,                0.95027,               0.004687,               0.004687,               0.004687
                    163,                0.68532,                 0.5178,                 1.0815,                 0.9689,                0.90458,                0.95009,                0.82802,                0.54654,                0.33462,                0.94976,               0.004654,               0.004654,               0.004654
                    164,                0.67867,                0.51169,                 1.0755,                0.96934,                0.90443,                0.95003,                0.82797,                 0.5459,                0.33437,                0.94941,               0.004621,               0.004621,               0.004621
                    165,                0.67794,                0.51271,                 1.0741,                0.96915,                0.90435,                0.95018,                0.82802,                0.54529,                0.33389,                0.94896,               0.004588,               0.004588,               0.004588
                    166,                0.67661,                0.50972,                 1.0773,                0.96881,                0.90426,                0.95016,                0.82798,                0.54469,                0.33385,                0.94854,               0.004555,               0.004555,               0.004555
                    167,                0.66696,                0.50849,                 1.0718,                0.96951,                0.90426,                0.95037,                0.82823,                0.54411,                0.33356,                0.94809,               0.004522,               0.004522,               0.004522
                    168,                0.67381,                0.51651,                 1.0736,                0.97366,                0.90065,                0.94974,                0.82832,                0.54357,                0.33347,                0.94764,               0.004489,               0.004489,               0.004489
                    169,                0.66668,                0.50733,                 1.0709,                0.97413,                0.89883,                0.94982,                0.82829,                0.54308,                0.33354,                0.94726,               0.004456,               0.004456,               0.004456
                    170,                0.66636,                0.50642,                 1.0735,                0.97392,                0.89886,                0.95002,                 0.8287,                 0.5424,                0.33318,                0.94693,               0.004423,               0.004423,               0.004423
                    171,                0.67013,                0.51353,                 1.0767,                0.97388,                0.89969,                0.95002,                0.82843,                0.54198,                0.33282,                0.94661,                0.00439,                0.00439,                0.00439
                    172,                0.66984,                0.50438,                 1.0736,                0.97389,                0.89993,                 0.9501,                0.82894,                0.54151,                0.33272,                0.94633,               0.004357,               0.004357,               0.004357
                    173,                0.66343,                0.49942,                 1.0685,                0.97407,                0.89936,                0.95011,                0.82891,                0.54108,                0.33248,                0.94604,               0.004324,               0.004324,               0.004324
                    174,                0.66293,                0.50466,                 1.0673,                0.97413,                0.89952,                0.94992,                0.82945,                0.54073,                0.33241,                0.94592,               0.004291,               0.004291,               0.004291
                    175,                0.66685,                0.50633,                 1.0725,                0.97426,                0.89948,                0.94997,                0.82961,                0.54046,                0.33226,                0.94571,               0.004258,               0.004258,               0.004258
                    176,                0.66085,                 0.5007,                 1.0687,                0.97494,                0.89962,                0.94993,                0.82967,                0.54022,                0.33199,                0.94551,               0.004225,               0.004225,               0.004225
                    177,                0.65396,                0.49582,                 1.0638,                 0.9749,                0.89983,                0.94995,                0.82951,                0.53968,                0.33167,                0.94515,               0.004192,               0.004192,               0.004192
                    178,                0.66262,                0.49939,                 1.0706,                0.97411,                0.90043,                0.95003,                0.83018,                0.53943,                0.33151,                0.94493,               0.004159,               0.004159,               0.004159
                    179,                0.65512,                 0.4936,                 1.0634,                0.96936,                0.90307,                0.95007,                0.83055,                0.53898,                0.33122,                0.94461,               0.004126,               0.004126,               0.004126
                    180,                0.65175,                0.48587,                 1.0617,                0.96952,                0.90302,                0.94996,                0.83061,                0.53855,                0.33108,                0.94426,               0.004093,               0.004093,               0.004093
                    181,                0.65315,                  0.489,                 1.0599,                0.96922,                0.90322,                0.94986,                0.83119,                0.53818,                0.33088,                0.94396,                0.00406,                0.00406,                0.00406
                    182,                0.64933,                0.48514,                 1.0615,                0.96952,                0.90337,                0.94988,                0.83154,                0.53771,                0.33074,                0.94366,               0.004027,               0.004027,               0.004027
                    183,                0.65365,                0.48388,                 1.0636,                0.96995,                0.90333,                0.94988,                0.83156,                0.53727,                0.33043,                0.94329,               0.003994,               0.003994,               0.003994
                    184,                0.65422,                0.48754,                 1.0626,                0.96993,                0.90313,                0.94975,                0.83172,                 0.5369,                0.33036,                0.94301,               0.003961,               0.003961,               0.003961
                    185,                0.65223,                0.49417,                 1.0635,                 0.9698,                0.90329,                0.94983,                 0.8319,                0.53664,                0.33014,                0.94284,               0.003928,               0.003928,               0.003928
                    186,                0.64755,                0.48714,                 1.0613,                0.96978,                 0.9036,                0.94966,                 0.8318,                0.53638,                0.32977,                0.94267,               0.003895,               0.003895,               0.003895
                    187,                0.64759,                0.48957,                  1.057,                0.96975,                 0.9037,                0.94975,                0.83188,                0.53608,                0.32954,                0.94246,               0.003862,               0.003862,               0.003862
                    188,                0.64433,                0.48026,                 1.0581,                0.97006,                0.90345,                 0.9498,                0.83231,                0.53581,                0.32951,                0.94224,               0.003829,               0.003829,               0.003829
                    189,                0.64322,                 0.4798,                 1.0571,                0.96999,                0.90321,                 0.9498,                0.83208,                 0.5356,                0.32939,                0.94206,               0.003796,               0.003796,               0.003796
                    190,                0.65288,                0.48504,                   1.06,                0.96995,                0.90327,                0.94977,                0.83182,                0.53518,                0.32915,                0.94186,               0.003763,               0.003763,               0.003763
                    191,                0.64745,                0.47729,                 1.0604,                0.97014,                0.90326,                0.94972,                0.83181,                0.53475,                0.32908,                0.94163,                0.00373,                0.00373,                0.00373
                    192,                0.64371,                0.48356,                 1.0567,                0.96971,                0.90337,                0.94981,                0.83222,                 0.5344,                 0.3286,                0.94136,               0.003697,               0.003697,               0.003697
                    193,                0.64136,                0.47903,                 1.0575,                0.96977,                0.90341,                0.94975,                0.83243,                0.53406,                0.32852,                0.94114,               0.003664,               0.003664,               0.003664
                    194,                0.64363,                0.47996,                 1.0591,                0.96962,                0.90345,                0.94972,                0.83256,                0.53384,                0.32824,                0.94089,               0.003631,               0.003631,               0.003631
                    195,                0.63973,                0.47815,                 1.0545,                0.96975,                0.90347,                 0.9499,                0.83255,                0.53354,                0.32829,                0.94073,               0.003598,               0.003598,               0.003598
                    196,                0.64473,                0.48127,                   1.06,                0.97009,                 0.9032,                0.94958,                0.83234,                0.53304,                0.32812,                 0.9404,               0.003565,               0.003565,               0.003565
                    197,                0.63625,                0.47625,                 1.0511,                 0.9703,                0.90296,                0.94949,                0.83281,                0.53268,                0.32807,                0.94021,               0.003532,               0.003532,               0.003532
                    198,                0.63344,                0.47703,                 1.0526,                0.97034,                0.90269,                0.94939,                0.83297,                0.53243,                0.32807,                0.94005,               0.003499,               0.003499,               0.003499
                    199,                0.62447,                0.46679,                 1.0443,                0.97381,                0.90009,                 0.9493,                0.83287,                0.53221,                0.32757,                0.93981,               0.003466,               0.003466,               0.003466
                    200,                0.62968,                0.46738,                 1.0512,                0.97402,                 0.9001,                0.94936,                0.83306,                0.53193,                0.32736,                 0.9396,               0.003433,               0.003433,               0.003433
                    201,                0.62988,                0.46948,                 1.0529,                0.97421,                0.90002,                0.94936,                  0.833,                0.53171,                0.32719,                0.93942,                 0.0034,                 0.0034,                 0.0034
                    202,                0.62857,                0.46811,                 1.0513,                0.97421,                0.89986,                0.94922,                0.83299,                0.53141,                0.32694,                0.93926,               0.003367,               0.003367,               0.003367
                    203,                0.62281,                0.45801,                 1.0455,                0.97433,                0.89981,                0.94917,                0.83331,                0.53103,                0.32684,                  0.939,               0.003334,               0.003334,               0.003334
                    204,                 0.6254,                0.46358,                 1.0471,                0.97453,                0.90008,                0.94914,                0.83324,                0.53085,                0.32656,                 0.9389,               0.003301,               0.003301,               0.003301
                    205,                0.61841,                0.46079,                 1.0429,                 0.9743,                0.90019,                0.94906,                0.83336,                0.53053,                0.32647,                 0.9386,               0.003268,               0.003268,               0.003268
                    206,                0.62722,                0.46818,                 1.0467,                 0.9756,                0.90006,                0.94909,                0.83337,                0.53021,                0.32625,                0.93836,               0.003235,               0.003235,               0.003235
                    207,                0.61644,                0.46403,                 1.0432,                0.97564,                 0.9001,                0.94912,                0.83347,                0.52978,                0.32612,                0.93811,               0.003202,               0.003202,               0.003202
                    208,                0.62079,                0.45944,                 1.0481,                0.97596,                0.90019,                0.94913,                0.83374,                0.52938,                0.32602,                0.93786,               0.003169,               0.003169,               0.003169
                    209,                0.62256,                0.46383,                 1.0496,                0.97638,                0.90019,                0.94918,                0.83415,                0.52891,                0.32599,                0.93764,               0.003136,               0.003136,               0.003136
                    210,                0.62159,                 0.4583,                 1.0474,                0.97646,                0.90036,                0.94915,                0.83414,                0.52862,                0.32573,                0.93742,               0.003103,               0.003103,               0.003103
                    211,                0.61586,                 0.4569,                 1.0435,                0.97633,                0.90011,                0.94926,                0.83434,                0.52815,                0.32545,                0.93712,                0.00307,                0.00307,                0.00307
                    212,                0.61692,                0.45809,                 1.0452,                0.97681,                0.90009,                0.94914,                0.83448,                0.52786,                 0.3254,                0.93685,               0.003037,               0.003037,               0.003037
                    213,                0.61759,                0.45811,                 1.0442,                0.97648,                0.90031,                0.94916,                0.83493,                0.52754,                0.32521,                0.93663,               0.003004,               0.003004,               0.003004
                    214,                0.62326,                 0.4653,                 1.0505,                0.97647,                0.90046,                0.94918,                0.83488,                 0.5271,                0.32494,                0.93642,               0.002971,               0.002971,               0.002971
                    215,                0.60882,                0.44879,                  1.037,                0.97754,                 0.9005,                0.94917,                0.83513,                0.52669,                0.32473,                0.93613,               0.002938,               0.002938,               0.002938
                    216,                0.60587,                0.45274,                 1.0366,                0.97752,                0.90018,                 0.9492,                0.83543,                0.52647,                0.32443,                0.93597,               0.002905,               0.002905,               0.002905
                    217,                0.60578,                0.44826,                 1.0371,                0.97693,                0.89985,                0.94899,                0.83552,                0.52616,                0.32421,                0.93578,               0.002872,               0.002872,               0.002872
                    218,                0.61293,                0.45656,                 1.0436,                0.97586,                0.90041,                0.94894,                 0.8358,                0.52586,                0.32407,                0.93558,               0.002839,               0.002839,               0.002839
                    219,                0.60623,                0.44565,                 1.0371,                0.97606,                0.90039,                0.94888,                0.83598,                 0.5256,                0.32394,                0.93535,               0.002806,               0.002806,               0.002806
                    220,                0.60794,                0.45221,                  1.041,                0.97549,                0.90037,                0.94883,                0.83603,                0.52505,                0.32376,                0.93501,               0.002773,               0.002773,               0.002773
                    221,                0.60382,                 0.4494,                 1.0382,                0.97558,                0.90055,                0.94887,                0.83606,                0.52473,                0.32382,                0.93484,                0.00274,                0.00274,                0.00274
                    222,                 0.6021,                0.44866,                 1.0357,                0.97558,                0.90131,                0.94889,                0.83598,                0.52427,                0.32354,                0.93458,               0.002707,               0.002707,               0.002707
                    223,                0.59503,                0.43544,                 1.0304,                0.97601,                0.90067,                0.94886,                0.83638,                0.52359,                0.32342,                0.93424,               0.002674,               0.002674,               0.002674
                    224,                0.59921,                0.44689,                  1.036,                0.97511,                0.90103,                0.94887,                0.83647,                0.52301,                0.32308,                0.93389,               0.002641,               0.002641,               0.002641
                    225,                0.59582,                0.44319,                 1.0367,                0.97463,                0.90116,                0.94876,                0.83616,                0.52249,                0.32276,                0.93357,               0.002608,               0.002608,               0.002608
                    226,                0.59262,                0.43788,                 1.0317,                0.97435,                0.90117,                0.94862,                0.83625,                 0.5221,                0.32276,                0.93333,               0.002575,               0.002575,               0.002575
                    227,                0.59273,                0.44168,                 1.0302,                0.97443,                0.90135,                0.94844,                0.83613,                0.52171,                0.32262,                0.93312,               0.002542,               0.002542,               0.002542
                    228,                0.59581,                0.43993,                 1.0326,                0.97458,                0.90142,                0.94848,                0.83646,                0.52121,                0.32252,                0.93286,               0.002509,               0.002509,               0.002509
                    229,                0.59122,                0.43784,                 1.0304,                 0.9736,                0.90173,                 0.9487,                0.83642,                0.52069,                0.32238,                0.93251,               0.002476,               0.002476,               0.002476
                    230,                0.59506,                0.44115,                 1.0296,                0.97309,                0.90183,                 0.9487,                 0.8365,                0.52013,                0.32204,                 0.9322,               0.002443,               0.002443,               0.002443
                    231,                 0.5862,                0.43185,                 1.0283,                0.97285,                0.90191,                0.94842,                0.83675,                0.51965,                0.32191,                0.93194,                0.00241,                0.00241,                0.00241
                    232,                0.58536,                0.42737,                 1.0267,                0.97252,                0.90261,                0.94847,                0.83705,                0.51912,                0.32183,                0.93167,               0.002377,               0.002377,               0.002377
                    233,                0.58808,                0.43453,                 1.0303,                0.97263,                0.90265,                 0.9483,                0.83693,                0.51868,                 0.3215,                0.93135,               0.002344,               0.002344,               0.002344
                    234,                0.58431,                0.43253,                 1.0256,                0.97263,                0.90203,                0.94831,                0.83714,                0.51831,                0.32115,                0.93108,               0.002311,               0.002311,               0.002311
                    235,                0.58338,                0.42971,                 1.0256,                0.97237,                0.90206,                0.94832,                0.83736,                0.51796,                0.32106,                0.93085,               0.002278,               0.002278,               0.002278
                    236,                0.58621,                0.42761,                  1.027,                0.97185,                 0.9025,                0.94838,                0.83738,                0.51758,                0.32112,                0.93063,               0.002245,               0.002245,               0.002245
                    237,                0.58504,                0.42845,                 1.0246,                0.97171,                 0.9026,                0.94834,                0.83721,                0.51707,                0.32104,                 0.9304,               0.002212,               0.002212,               0.002212
                    238,                0.57579,                0.42418,                 1.0207,                0.97172,                0.90269,                0.94821,                0.83752,                0.51664,                0.32097,                0.93021,               0.002179,               0.002179,               0.002179
                    239,                0.58151,                0.42855,                 1.0253,                0.97176,                0.90251,                0.94848,                0.83736,                0.51622,                 0.3208,                0.93002,               0.002146,               0.002146,               0.002146
                    240,                0.57321,                0.42444,                   1.02,                0.97133,                 0.9025,                0.94847,                0.83742,                0.51582,                0.32057,                0.92977,               0.002113,               0.002113,               0.002113
                    241,                0.57193,                0.42206,                 1.0167,                0.97117,                0.90285,                0.94834,                 0.8377,                0.51525,                0.32062,                 0.9294,                0.00208,                0.00208,                0.00208
                    242,                0.57648,                0.42955,                 1.0239,                0.97116,                0.90283,                 0.9483,                 0.8379,                0.51487,                0.32045,                0.92916,               0.002047,               0.002047,               0.002047
                    243,                0.57498,                0.42391,                  1.023,                0.97112,                0.90262,                0.94832,                0.83788,                0.51437,                 0.3204,                0.92894,               0.002014,               0.002014,               0.002014
                    244,                0.57565,                0.42355,                 1.0237,                0.97056,                0.90357,                0.94824,                 0.8379,                0.51377,                0.32024,                0.92851,               0.001981,               0.001981,               0.001981
                    245,                 0.5738,                0.41853,                 1.0191,                0.97005,                0.90413,                0.94828,                0.83817,                0.51317,                0.31988,                0.92822,               0.001948,               0.001948,               0.001948
                    246,                0.56239,                 0.4141,                 1.0132,                0.96993,                0.90432,                 0.9483,                0.83853,                0.51257,                0.31994,                0.92779,               0.001915,               0.001915,               0.001915
                    247,                0.56508,                0.41626,                 1.0149,                0.96997,                0.90438,                0.94832,                0.83846,                 0.5121,                0.31993,                0.92761,               0.001882,               0.001882,               0.001882
                    248,                0.56985,                0.41884,                 1.0217,                0.96995,                0.90432,                0.94828,                0.83864,                0.51165,                 0.3197,                0.92736,               0.001849,               0.001849,               0.001849
                    249,                0.56528,                0.41636,                 1.0169,                0.97012,                0.90367,                 0.9483,                0.83884,                0.51105,                0.31944,                0.92699,               0.001816,               0.001816,               0.001816
                    250,                0.55999,                0.40952,                  1.016,                0.96953,                0.90392,                0.94828,                0.83902,                0.51038,                 0.3192,                0.92663,               0.001783,               0.001783,               0.001783
                    251,                0.56611,                0.41949,                 1.0169,                0.96957,                0.90397,                0.94847,                 0.8391,                0.50983,                0.31881,                0.92622,                0.00175,                0.00175,                0.00175
                    252,                 0.5544,                0.40906,                 1.0127,                0.96993,                0.90413,                0.94842,                0.83966,                0.50926,                0.31855,                0.92599,               0.001717,               0.001717,               0.001717
                    253,                 0.5629,                0.41434,                 1.0136,                0.96976,                0.90423,                0.94837,                0.84029,                0.50875,                0.31841,                0.92576,               0.001684,               0.001684,               0.001684
                    254,                0.55815,                0.40805,                 1.0124,                0.97115,                0.90368,                0.94835,                0.84082,                0.50819,                0.31799,                0.92552,               0.001651,               0.001651,               0.001651
                    255,                0.56202,                0.41283,                 1.0151,                0.97138,                0.90354,                0.94842,                  0.841,                0.50774,                0.31778,                0.92527,               0.001618,               0.001618,               0.001618
                    256,                0.55304,                0.40668,                 1.0128,                0.97106,                0.90376,                0.94822,                0.84109,                0.50727,                0.31762,                0.92502,               0.001585,               0.001585,               0.001585
                    257,                0.56582,                0.41281,                 1.0164,                0.97093,                0.90381,                0.94814,                0.84171,                0.50665,                0.31775,                0.92471,               0.001552,               0.001552,               0.001552
                    258,                 0.5555,                0.40845,                 1.0127,                0.97189,                0.90299,                0.94822,                0.84202,                0.50611,                0.31738,                0.92443,               0.001519,               0.001519,               0.001519
                    259,                0.55218,                0.40154,                 1.0105,                0.97251,                0.90313,                0.94816,                0.84183,                0.50567,                0.31741,                0.92422,               0.001486,               0.001486,               0.001486
                    260,                0.55459,                0.40886,                 1.0137,                0.96881,                0.90543,                0.94811,                  0.842,                0.50517,                0.31725,                0.92396,               0.001453,               0.001453,               0.001453
                    261,                0.54595,                 0.3962,                 1.0062,                0.96892,                0.90528,                0.94798,                0.84189,                0.50465,                0.31716,                0.92371,                0.00142,                0.00142,                0.00142
                    262,                0.55007,                0.40052,                 1.0081,                0.96974,                0.90545,                0.94806,                 0.8425,                0.50405,                0.31706,                0.92341,               0.001387,               0.001387,               0.001387
                    263,                0.54873,                0.39879,                 1.0078,                0.97041,                0.90518,                0.94795,                 0.8431,                0.50339,                 0.3171,                0.92304,               0.001354,               0.001354,               0.001354
                    264,                0.54635,                0.40191,                 1.0104,                0.97023,                0.90531,                  0.948,                0.84302,                0.50285,                0.31701,                0.92273,               0.001321,               0.001321,               0.001321
                    265,                0.54113,                0.39464,                 1.0039,                0.96988,                0.90544,                0.94814,                0.84319,                0.50236,                0.31702,                0.92248,               0.001288,               0.001288,               0.001288
                    266,                0.54687,                0.40464,                 1.0091,                0.97003,                 0.9054,                0.94817,                 0.8433,                0.50184,                0.31686,                0.92221,               0.001255,               0.001255,               0.001255
                    267,                0.54412,                0.39651,                  1.006,                0.97004,                0.90528,                0.94816,                 0.8437,                0.50162,                0.31659,                 0.9221,               0.001222,               0.001222,               0.001222
                    268,                0.53618,                0.39001,                0.99985,                0.97024,                0.90518,                 0.9481,                0.84387,                0.50116,                0.31656,                 0.9219,               0.001189,               0.001189,               0.001189
                    269,                0.53982,                0.39511,                 1.0021,                0.97006,                0.90515,                0.94809,                0.84384,                0.50079,                0.31624,                0.92165,               0.001156,               0.001156,               0.001156
                    270,                0.54072,                0.39627,                 1.0065,                0.96991,                0.90527,                0.94807,                0.84403,                0.50034,                0.31605,                0.92142,               0.001123,               0.001123,               0.001123
                    271,                 0.5349,                0.39511,                 1.0045,                 0.9698,                0.90591,                0.94782,                 0.8441,                 0.4998,                  0.316,                0.92116,                0.00109,                0.00109,                0.00109
                    272,                0.53427,                0.39439,                 1.0034,                0.97019,                0.90507,                0.94774,                0.84398,                0.49932,                0.31591,                 0.9209,               0.001057,               0.001057,               0.001057
                    273,                0.53757,                0.39236,                 1.0035,                 0.9702,                0.90425,                 0.9476,                0.84429,                0.49883,                 0.3157,                0.92063,               0.001024,               0.001024,               0.001024
                    274,                0.54257,                 0.3938,                 1.0082,                0.97038,                0.90429,                0.94753,                0.84451,                0.49839,                0.31563,                0.92037,               0.000991,               0.000991,               0.000991
                    275,                0.53217,                0.38887,                0.99981,                0.97079,                0.90382,                0.94732,                0.84468,                0.49801,                0.31533,                0.92017,               0.000958,               0.000958,               0.000958
                    276,                0.52677,                0.38678,                0.99766,                0.97132,                0.90371,                0.94729,                0.84487,                 0.4977,                 0.3152,                0.92005,               0.000925,               0.000925,               0.000925
                    277,                 0.5306,                 0.3878,                0.99917,                0.97148,                0.90361,                0.94717,                0.84486,                 0.4972,                 0.3152,                0.91985,               0.000892,               0.000892,               0.000892
                    278,                0.53028,                0.38611,                0.99943,                0.97172,                0.90356,                0.94721,                 0.8453,                0.49688,                0.31512,                 0.9196,               0.000859,               0.000859,               0.000859
                    279,                0.52708,                0.38353,                0.99658,                0.97153,                0.90353,                0.94706,                0.84575,                0.49657,                0.31522,                0.91955,               0.000826,               0.000826,               0.000826
                    280,                0.53085,                0.39009,                 1.0015,                0.97181,                0.90391,                0.94723,                0.84604,                0.49611,                0.31484,                0.91934,               0.000793,               0.000793,               0.000793
                    281,                0.52799,                0.38561,                0.99877,                0.97264,                0.90386,                 0.9472,                0.84586,                0.49572,                0.31499,                0.91919,                0.00076,                0.00076,                0.00076
                    282,                0.52732,                0.38739,                 1.0004,                0.97259,                0.90386,                0.94719,                0.84603,                0.49544,                0.31505,                0.91905,               0.000727,               0.000727,               0.000727
                    283,                0.52358,                0.38476,                0.99546,                0.97015,                0.90545,                0.94732,                0.84618,                0.49514,                0.31484,                0.91884,               0.000694,               0.000694,               0.000694
                    284,                0.51771,                0.37964,                0.99488,                0.96995,                0.90571,                0.94723,                0.84652,                0.49442,                0.31455,                0.91844,               0.000661,               0.000661,               0.000661
                    285,                0.51874,                0.37772,                0.99566,                0.96967,                0.90581,                0.94722,                0.84719,                0.49381,                0.31434,                0.91804,               0.000628,               0.000628,               0.000628
                    286,                0.51972,                0.37985,                0.99316,                0.96963,                0.90581,                0.94721,                0.84694,                0.49343,                0.31429,                0.91781,               0.000595,               0.000595,               0.000595
                    287,                 0.5168,                0.37992,                0.99316,                0.96975,                 0.9058,                0.94711,                  0.847,                0.49303,                0.31432,                 0.9176,               0.000562,               0.000562,               0.000562
                    288,                 0.5156,                0.37591,                0.99361,                0.96981,                0.90587,                0.94708,                 0.8476,                0.49264,                0.31411,                0.91738,               0.000529,               0.000529,               0.000529
                    289,                0.51281,                0.37447,                0.99353,                0.96971,                0.90597,                0.94729,                0.84775,                0.49204,                0.31402,                0.91702,               0.000496,               0.000496,               0.000496
                    290,                0.51806,                0.37971,                0.99715,                0.96963,                0.90603,                0.94723,                 0.8477,                0.49179,                0.31383,                0.91703,               0.000463,               0.000463,               0.000463
                    291,                0.51107,                0.37515,                0.99106,                0.96971,                0.90601,                0.94716,                0.84777,                0.49141,                0.31377,                0.91672,                0.00043,                0.00043,                0.00043
                    292,                0.51483,                0.37841,                0.99187,                   0.97,                0.90582,                0.94722,                0.84764,                0.49097,                 0.3137,                0.91653,               0.000397,               0.000397,               0.000397
                    293,                0.51037,                0.37079,                0.99079,                0.97055,                0.90573,                 0.9472,                0.84807,                0.49072,                0.31345,                 0.9167,               0.000364,               0.000364,               0.000364
                    294,                0.51592,                0.37406,                0.99185,                0.97124,                0.90573,                0.94728,                0.84797,                 0.4903,                0.31339,                0.91646,               0.000331,               0.000331,               0.000331
                    295,                0.50621,                0.37245,                0.99007,                0.97157,                0.90527,                0.94719,                0.84805,                0.48981,                0.31315,                0.91621,               0.000298,               0.000298,               0.000298
                    296,                0.50745,                 0.3695,                0.98961,                0.97215,                0.90527,                0.94718,                0.84819,                0.48934,                 0.3133,                0.91593,               0.000265,               0.000265,               0.000265
                    297,                 0.5062,                0.37289,                0.98805,                0.97193,                0.90551,                 0.9472,                0.84863,                0.48887,                 0.3132,                0.91563,               0.000232,               0.000232,               0.000232
                    298,                0.50898,                 0.3699,                0.99179,                0.97211,                0.90501,                0.94725,                0.84855,                0.48829,                0.31309,                0.91536,               0.000199,               0.000199,               0.000199
                    299,                0.50375,                0.36911,                0.99112,                0.97226,                 0.9052,                0.94721,                0.84886,                0.48785,                0.31296,                 0.9151,               0.000166,               0.000166,               0.000166
